sample_index,publication_id,reference_id,reference_order,source_doi,hidden_doi,parser,parsed_title,parsed_journal,parsed_year,parsed_authors,query_mode,query,trdizin_title_status,trdizin_id,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_doc_type,confidence,title_similarity,title_coverage,title_token_count,year_match,journal_similarity,author_coverage,self_match,context
7818,1380693,25787302,8,,,quoted,Adil Yargılama İlkesi ve Türk Hukukundaki Bazı Sorunlar.,Marmara Üniversitesi Hukuk Fakültesi Dergisi,2010,"Centel, Nur",title_full,Adil Yargılama İlkesi ve Türk Hukukundaki Bazı Sorunlar,no_match,504081,,no_doi,,AdilYargılanma Açısından Vergi Ceza Hukukunda Non Bis In Idem,2021,Vergi Sorunları Dergisi,881,PAPER,0.3944,0.6337,0.1429,7,False,0.4776,0.0,False,"Centel, Nur. “Adil Yargılama İlkesi ve Türk Hukukundaki Bazı Sorunlar.” Marmara Üniversitesi Hukuk Fakültesi Dergisi, C. 16, S. 1-2, 2010, ss. 3-14."
7820,1380693,25787328,34,,,quoted,Adil Yargılanma Hakkının İnsan Hakları Arasındaki Yeri ve Ceza Muhakemesi Bağlamındaki Önemi.,Ceza Hukuku Dergisi,2007,"Karakehya, Hakan",,,no_match,,,,,,,,,,,,,,,,,,"Karakehya, Hakan. “Adil Yargılanma Hakkının İnsan Hakları Arasındaki Yeri ve Ceza Muhakemesi Bağlamındaki Önemi.” Ceza Hukuku Dergisi, C. 2, S. 5, 2007, ss. 177-201."
7823,1307491,22656667,44,,,apa,Effects of plant growth regulating substances on pollen germination and tube growth in Chaohong peach,Journal of Northwest A & F University (Natural Science Edition,2008,"Xue X.-M., Wang J.-Z., Zhang A.-N., & Lu C",,,no_match,,,,,,,,,,,,,,,,,,"Xue X.-M., Wang J.-Z., Zhang A.-N., & Lu C., (2008). Effects of plant growth regulating substances on pollen germination and tube growth in Chaohong peach. Journal of Northwest A & F University (Natural Science Edition), 2008-04."
7835,1279964,21411142,5,,,apa,Antimicrobial activity of Rhaponticum acaule and Scorzonera undulata growing wild in Tunisia,African Journal of Microbiology Research,2010,"Ben Abdelkader, H., Salah, K",,,no_match,,,,,,,,,,,,,,,,,,"Ben Abdelkader, H., Salah, K. B. H., Liouane, K., Boussaada, O., Gafsi, K., Mahjoub, M. A., . . . Mighri, Z. (2010). Antimicrobial activity of Rhaponticum acaule and Scorzonera undulata growing wild in Tunisia. African Journal of Microbiology Research, 4(19), 1954–1958."
7894,1233067,19567943,95,,,apa,“Timur ve Timurluların Tasavvuh Ehliyle Münâsebetleri”. Ölümünün 600,Yılında Emir Timur ve Mirası Uluslararası Sempozyumu ( İstanbul,2005,"TOSUN, N",,,no_match,,,,,,,,,,,,,,,,,,"TOSUN, N. (2005). “Timur ve Timurluların Tasavvuh Ehliyle Münâsebetleri”. Ölümünün 600. Yılında Emir Timur ve Mirası Uluslararası Sempozyumu ( İstanbul, 26-27 Mayıs 2005).ed. Abdulvahab Kara-Ömer İşbilir. 407-418. İstanbul: Mimar Sinan Üniversitesi."
7905,1213933,18866208,10,,,apa,Chemistry of EPDM cross-linking,kautschuk gummi kunststoffe,2002,"Van Duin, M",,,no_match,,,,,,,,,,,,,,,,,,"Van Duin, M. (2002). Chemistry of EPDM cross-linking. kautschuk gummi kunststoffe, 55(4), 150-150."
7912,1348704,24557624,11,,,apa,Türkiye’de yoksulluk sorunu ile mücadelede zekât kurumunun rolü ve gerekliliği hakkında camii cemaatı üzerine bir araştırma,İslam Ekonomisi ve Finansı Dergisi,2019,"Bilen, M., & Terzi, G",,,no_match,,,,,,,,,,,,,,,,,,"Bilen, M., & Terzi, G. (2019). Türkiye’de yoksulluk sorunu ile mücadelede zekât kurumunun rolü ve gerekliliği hakkında camii cemaatı üzerine bir araştırma. İslam Ekonomisi ve Finansı Dergisi, 5(2), 133-167."
7937,1255822,20331346,3,,,volume_pages,Katı atıkların geriye kazanımı ve tarımsal kullanım olanakları,Türk Bilimsel Derlemeler Dergisi,2007,"Başçetinçelik A, Karaca C, Öztürk HH, Kacıra M , Ekinci K",,,no_match,,,,,,,,,,,,,,,,,,"Başçetinçelik A, Karaca C, Öztürk HH, Kacıra M , Ekinci K. 2007. Türkiye’de tarımsal biokütleden enerji üretimi olanakları. IV. Yeni ve Yenilenebilir Enerji Kaynakları Sempozyumu. Bildiriler Kitabı, pp.101-109, Kayseri. Bayram SE. 2017. Katı atıkların geriye kazanımı ve tarımsal kullanım olanakları. Türk Bilimsel Derlemeler Dergisi, 10(2), 62-65."
7943,1317060,23213095,23,,,apa,Testing safe haven property of Bitcoin and gold during Covid-19: Evidence from multivariate GARCH analysis,Economics Bulletin,2020,"Kumar, A",,,no_match,,,,,,,,,,,,,,,,,,"Kumar, A. S. (2020). Testing safe haven property of Bitcoin and gold during Covid-19: Evidence from multivariate GARCH analysis. Economics Bulletin, 40(3), 2005-2015."
7948,1385981,26512537,351,,,apa,Antimicrobial activity and phytochemical analysis of selected Indian folk medicinal plants,steroids,2010,"Thirumurugan, K., Shihabudeen, M., & Hansi, P",,,no_match,,,,,,,,,,,,,,,,,,"Thirumurugan, K., Shihabudeen, M., & Hansi, P. (2010). Antimicrobial activity and phytochemical analysis of selected Indian folk medicinal plants. steroids, 1(7), 430- 434."
7952,1385981,26512584,398,,,apa,The effect observation of breviscapine for improving PCI curative myocardial function. Chin. J. Mod,Drug Appl,2013,"Yang, N., & Chen, Q",,,no_match,,,,,,,,,,,,,,,,,,"Yang, N., & Chen, Q. (2013). The effect observation of breviscapine for improving PCI curative myocardial function. Chin. J. Mod. Drug Appl, 7, 23-24."
7986,1178061,16777135,27,,,apa,"The fourth industrial revolution, Portfolio/ Penguin. Geneva, Switzerland: Crown Publishing Group, 184",Science and technology policy institute forum,2017,"Schwab, K",,,no_match,,,,,,,,,,,,,,,,,,"Schwab, K. (2017). The fourth industrial revolution, Portfolio/ Penguin. Geneva, Switzerland: Crown Publishing Group, 184. Science and technology policy institute forum, 26(2), 12-15."
8031,1335061,24021406,6,,,apa,İş aile yaşam çatışması: Türkiye’deki kadın yöneticiler üzerinde bir uygulama,Süleyman Demirel Üniversitesi Vizyoner Dergisi,2010,"Çarıkçı, İ.H., Çiftçi, M",,,no_match,,,,,,,,,,,,,,,,,,"Çarıkçı, İ.H., Çiftçi, M. ve Derya, S. (2010). İş aile yaşam çatışması: Türkiye’deki kadın yöneticiler üzerinde bir uygulama. Süleyman Demirel Üniversitesi Vizyoner Dergisi, 2(2), 53-65."
8048,1316709,23188610,21,,,apa,Enflasyon düzeltmesinin gerekliliği enflasyon muhasebesinin uygulanabilirliği ve muhasebeciler üzerinde yapılan bir araştırma: Karaman Örneği,Selçuk Üniversitesi Sosyal Bilimler Meslek Yüksekokulu Dergisi,2004,"İleri, H",,,no_match,,,,,,,,,,,,,,,,,,"İleri, H. ve Altınışık, İ. (2004). Enflasyon düzeltmesinin gerekliliği enflasyon muhasebesinin uygulanabilirliği ve muhasebeciler üzerinde yapılan bir araştırma: Karaman Örneği. Selçuk Üniversitesi Sosyal Bilimler Meslek Yüksekokulu Dergisi, 7(1-2), 39-52."
8049,1316709,23188617,28,,,apa,Muhasebe dersine yönelik tutumların bireysel ve bölümsel farklılıklarının belirlenmesi: Mersin Üniversitesi örneği,Çağ Üniversitesi Sosyal Bilimler Dergisi,2020,"Kurtlar, M",,,no_match,,,,,,,,,,,,,,,,,,"Kurtlar, M. ve Yıldız, E. (2020). Muhasebe dersine yönelik tutumların bireysel ve bölümsel farklılıklarının belirlenmesi: Mersin Üniversitesi örneği. Çağ Üniversitesi Sosyal Bilimler Dergisi, 17(2), 52-67."
8065,1314638,23058960,16,,,apa,Türkiye'de lojistik eğitiminin durumu ve lojistik eğitiminin geliştirilmesine yönelik öneriler,Recep Tayyip Erdoğan Üniversitesi Sosyal Bilimler Dergisi,2016,"Çıkmak, S",,,no_match,,,,,,,,,,,,,,,,,,"Çıkmak, S. (2016). Türkiye'de lojistik eğitiminin durumu ve lojistik eğitiminin geliştirilmesine yönelik öneriler. Recep Tayyip Erdoğan Üniversitesi Sosyal Bilimler Dergisi, 2(3), 1-13."
8075,1258957,20465734,47,,,apa,The effects of parental monitoring and leisure boredom on adolescents' Internet addiction,Internet Addiction Adolescence,2009,"Lin, C.-H., Lin, S.-L., & Wu, C.-P",,,no_match,,,,,,,,,,,,,,,,,,"Lin, C.-H., Lin, S.-L., & Wu, C.-P. (2009). The effects of parental monitoring and leisure boredom on adolescents' Internet addiction. Internet Addiction Adolescence, 44(176), 993-1004."
8078,1263833,20675420,17,,,apa,Math and science in preschool: Policies and practice,Preschool Policy Brief,2009,"Brenneman, K., Stevenson-Boyd, J",,,no_match,,,,,,,,,,,,,,,,,,"Brenneman, K., Stevenson-Boyd, J. & Frede, E. C. (2009). Math and science in preschool: Policies and practice. Preschool Policy Brief, 19, 1-12."
8084,1273140,21075625,15,,,vancouver,A literature review on the causality test applications about Türkiye,Social Sciences Research Journal,2015,"Engeloglu O, Meral IG, Genc K",title_salient,literature causality test applications about Türkiye,no_match,1115390,10.31671/doujournal.1049788,not_checked,,"RELATIONSHIPBETWEEN EMPLOYMENT, CONFIDENCE INDEX, AND COST INDEX: AN APPLICATION FOR THE TURKISH CONSTRUCTION SECTOR",2022,Doğuş Üniversitesi Dergisi,359,PAPER,0.2465,0.3899,0.1,6,False,0.3103,0.0,False,"15. Engeloglu O, Meral IG, Genc K. A literature review on the causality test applications about Türkiye. Social Sciences Research Journal. 2015;4(2):142-154."
8097,1270975,21106325,11,,,apa,Suriye İç Savaşı: Savaşın Yarattığı Mültecilik Akınının Türkiye ve Avrupa Birliği’ne Yansımaları,Türkiye Siyaset Bilimi Dergisi,2018,"Bozkurt, K",,,no_match,,,,,,,,,,,,,,,,,,"Bozkurt, K. (2018). Suriye İç Savaşı: Savaşın Yarattığı Mültecilik Akınının Türkiye ve Avrupa Birliği’ne Yansımaları. Türkiye Siyaset Bilimi Dergisi, 1(1), 57-70."
8099,1218161,19068717,27,,,vancouver,The factors that affect exclusive breastfeeding status,J Child Ped,2009,"Kondolot M, Songül Yalçin S, Yurdakök K",title_full,The factors that affect exclusive breastfeeding status,no_match,345751,10.14744/semb.2018.91328,not_checked,,FactorsAffecting Breastfeeding and Complementary Feeding Choices for Children Aged 24 to 48 Months,2019,Şişli Etfal Hastanesi Tıp Bülteni,156,PAPER,0.3665,0.4627,0.5,6,False,0.2273,0.0,False,"27.Kondolot M, Songül Yalçin S, Yurdakök K. The factors that affect exclusive breastfeeding status. J Child Ped 2009;52(3):122-7."
8100,1218161,19068734,44,,,vancouver,Breastfeeding consultation status of mothers,J Child Health Dis,2010,"Ince T, Kondolot M, Yalçın SS, Yurdakök K",,,no_match,,,,,,,,,,,,,,,,,,"44.Ince T, Kondolot M, Yalçın SS, Yurdakök K. Breastfeeding consultation status of mothers. J Child Health Dis 2010;53:189-97."
8103,1166108,16289102,16,,,quoted,Ethnographic Devices in Modern French Autobiography: Michel Leiris and Annie Ernaux.,Pacific Coast Philology 42,2007,"Purdy, Jann",,,no_match,,,,,,,,,,,,,,,,,,"Purdy, Jann. “Ethnographic Devices in Modern French Autobiography: Michel Leiris and Annie Ernaux.” Pacific Coast Philology 42, no. 1 (2007): 24-36. Erişim 22 Kasım 2022, https://www.jstor.org/stable/25474215."
8113,1267845,20821358,1,,,apa,"Challenges of accessing and utilizing instructional materials by primary school teachers in Ikwuano Local Government Area, Abia State, Nigeria",International Journal of Advanced Academic and Educational Research,2010,"Akpan, V",,,no_match,,,,,,,,,,,,,,,,,,"Akpan, V. I, Okoli, A, C., & Akpan, I. I. (2010). Challenges of accessing and utilizing instructional materials by primary school teachers in Ikwuano Local Government Area, Abia State, Nigeria. International Journal of Advanced Academic and Educational Research, 13(3), 27- 35"
8169,1269445,20898783,14,,,apa,İlköğretim II. kademe fen ve teknoloji programının çevre eğitimi açısından karşılaştırmalı incelenmesi,Biyoloji Bilimleri Araştırma Dergisi,2010,"Cebesoy, Ü",title_full,İlköğretim II kademe fen ve teknoloji programının çevre eğitimi açısından karşılaştırmalı incelenmesi,no_match,131054,,no_doi,,Türkiyeile Kanada fen eğitiminin karşılaştırmalı olarak incelenmesi,2011,Journal of Turkish Science Education,585,PAPER,0.417,0.5833,0.4286,10,False,0.2769,0.0,False,"Cebesoy, Ü. B. ve Dönmez-Şahin, M. (2010). İlköğretim II. kademe fen ve teknoloji programının çevre eğitimi açısından karşılaştırmalı incelenmesi. Biyoloji Bilimleri Araştırma Dergisi, 3(2), 159-168."
8186,1293636,23023652,5,,,apa,Gitara uyarlanan okul şarkılarının müzik derslerinde kullanılabilirliği: Bir eylem araştırması,Mustafa Kemal Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2020,"Ayyıldız, E",,,no_match,,,,,,,,,,,,,,,,,,"Ayyıldız, E. B. ve Erim, A. (2020). Gitara uyarlanan okul şarkılarının müzik derslerinde kullanılabilirliği: Bir eylem araştırması. Mustafa Kemal Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 17(45), 85-104. https://dergipark.org.tr/en/download/article-file/1068617"
8212,1155402,16166334,10,,,apa,Bireylerin finansal katılım ve finansal bilgi düzeylerinin tespiti: Erzurum ili örneği,Global Journal of Economics and Business Studies,2018,"Çam, A",title_full,Bireylerin finansal katılım ve finansal bilgi düzeylerinin tespiti Erzurum ili örneği,no_match,534013,10.30855/gjeb.2022.8.2.001,not_checked,,Kırsaldafinansal tabana yayılma: Oltu örneği,2022,Gazi İktisat ve İşletme Dergisi,1657,PAPER,0.3012,0.4211,0.3,10,False,0.2319,0.0,False,"Çam, A. V., Ayaydın, H., & Kalkan, Y. (2018). Bireylerin finansal katılım ve finansal bilgi düzeylerinin tespiti: Erzurum ili örneği. Global Journal of Economics and Business Studies, 7(13), 1–7."
8218,1258646,20527077,33,,,apa,18-25 yaş grubundaki sağlıklı erkek bireylerde aktif ve pasif sigara içiminin kısa vadede fiziksel etkilerinin incelenmesi,Gazi Beden Eğitimi ve Spor Bilimleri Dergisi,2008,"Sözeri, B., Altun, Ö., Tüzün, M., Korkusuz, F., & Atımtay, A",,,no_match,,,,,,,,,,,,,,,,,,"Sözeri, B., Altun, Ö., Tüzün, M., Korkusuz, F., & Atımtay, A. (2008). 18-25 yaş grubundaki sağlıklı erkek bireylerde aktif ve pasif sigara içiminin kısa vadede fiziksel etkilerinin incelenmesi. Gazi Beden Eğitimi ve Spor Bilimleri Dergisi, 13(2):3-12."
8232,1167448,16338256,12,,,apa,Yapay zekânın çeşitli süreçlerdeki rolü ve tahminleme fonksiyonu,Yapay Zekâ ve Gelecek,2019,"Karaca, B., & Telli, G",,,no_match,,,,,,,,,,,,,,,,,,"Karaca, B., & Telli, G. (2019). Yapay zekânın çeşitli süreçlerdeki rolü ve tahminleme fonksiyonu. Yapay Zekâ ve Gelecek, 172-185."
8289,1261851,20586520,3,,,vancouver,Homeopathy in Pediatric dentistry – A review Homeopathy in Pediatric dentistry – A review,Scholars Journal of Dental Sciences,2017,"Saikiran KV, Kamatham R, Saha A",title_full,Homeopathy in Pediatric dentistry A review Homeopathy in Pediatric dentistry A review,no_match,1261851,10.26650/jchild.2023.1313020,not_checked,,Homeopathyin Pediatric Dentistry,2023,Çocuk Dergisi,157,PAPER,0.5433,0.5769,1.0,6,False,0.3333,0.0,True,"3. Saikiran KV, Kamatham R, Saha A, et al. Homeopathy in Pediatric dentistry – A review Homeopathy in Pediatric dentistry – A review. Scholars Journal of Dental Sciences. 2017;4:89-92."
8294,1272973,21211009,17,,,apa,Study of the occurrence and control of Stephanitis chinensis Drake in the tea f ield of south Shaanxi,Shaanxi Journal of Agricultural Sciences,2014,"Wu, P.C",,,no_match,,,,,,,,,,,,,,,,,,"Wu, P.C. & Li, Y.X. (2014). Study of the occurrence and control of Stephanitis chinensis Drake in the tea f ield of south Shaanxi. Shaanxi Journal of Agricultural Sciences, 60(3), 73-76."
8312,1370707,25456121,6,,,quoted,Dünya Hayatının Oyun ve Oyalanmadan İbaret Olup Olmadığı ile ilgili Âyetlerin Müşkil,ül-Kur’ân Bağlamında Yorumlanması,2024,"Bedir, Lokman",,,no_match,,,,,,,,,,,,,,,,,,"Bedir, Lokman. “Dünya Hayatının Oyun ve Oyalanmadan İbaret Olup Olmadığı ile ilgili Âyetlerin Müşkil’ül-Kur’ân Bağlamında Yorumlanması”. Genç Mütefekkirler Dergisi 5/2 (Haziran 2024), 273-290."
8339,1255683,20329320,2,,,apa,Adapting the Law of Armed Conflict to Autonomous Weapon Systems,International Law Studies,2014,"Anderson, K., Reisner, D., & Waxman, M",,,no_match,,,,,,,,,,,,,,,,,,"Anderson, K., Reisner, D., & Waxman, M. (2014). Adapting the Law of Armed Conflict to Autonomous Weapon Systems. International Law Studies, 386-406."
8346,1252628,20188847,9,,,apa,"Ege Bölgesi Clytrinae (Coleoptera, Chrysomelidae) altfamilyası üzerine faunistik çalışmalar",Türk Entomoloji Dergisi,1990,"Aydın, E",,,no_match,,,,,,,,,,,,,,,,,,"Aydın, E. & Kısmalı, Ş. (1990). Ege Bölgesi Clytrinae (Coleoptera, Chrysomelidae) altfamilyası üzerine faunistik çalışmalar. Türk Entomoloji Dergisi, 14(1), 23- 35."
8369,1308178,22686715,42,,,apa,The positive impacts of fairy tales for children,"University of Hawaii at Hilo Hohonu, (14",2016,"VisikoKnox-Johnson, L",title_full,The positive impacts of fairy tales for children,no_match,1368768,10.24146/tk.1602214,not_checked,,Bartınİl Halk Kütüphanesi Çocuk Bölümü Ödünç Verme İstatistiklerinin Değerlendirilmesi: Okuma Alışkanlığı ve Okuma Kültürüne Etkisi,2025,Türk Kütüphaneciliği,387,PAPER,0.0987,0.1529,0.0,5,False,0.2745,0.0,False,"VisikoKnox-Johnson, L. (2016). The positive impacts of fairy tales for children. University of Hawaii at Hilo Hohonu, (14), 77-81."
8376,1282207,21543072,32,,,quoted,Gaznelilerde Bir Şehzade Düşmanı Hâcibü,l-Hüccâb Tuğrul Bozan,2017,"ÖNTÜRK, V",,,no_match,,,,,,,,,,,,,,,,,,"ÖNTÜRK, V., “Gaznelilerde Bir Şehzade Düşmanı Hâcibü'l-Hüccâb Tuğrul Bozan”, *Van Yüzüncü Yıl Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, C. 36, 2017, ss. 345-361.*"
8401,1223299,18891135,23,,,apa,Studying abroad: the role of college students' goals on the development of cross-cultural skills and global understanding,College Student Journal,2004,"Kitsantas, A",,,no_match,,,,,,,,,,,,,,,,,,"Kitsantas, A. (2004). Studying abroad: the role of college students' goals on the development of cross-cultural skills and global understanding. College Student Journal, 38(3), 441-453."
8402,1365715,25270223,7,,,apa,Çin hegemonyasında yapay zekânın rolü: Stratejik analiz ve gelecek perspektifleri,Sosyoekonomik Araştırmalar Dergisi,2025,"Ayar, İ",,,no_match,,,,,,,,,,,,,,,,,,"Ayar, İ. (2025). Çin hegemonyasında yapay zekânın rolü: Stratejik analiz ve gelecek perspektifleri. Sosyoekonomik Araştırmalar Dergisi, 2(1), 83–108."
8404,1183988,17066428,37,,,apa,Türkiye ve Kanada’da işlenen fen ve teknoloji derslerinin karşılaştırmalı analizi,Atatürk Eğitim Fakültesi Eğitim Bilimleri Dergisi,2008,"Güven, İ",,,no_match,,,,,,,,,,,,,,,,,,"Güven, İ. (2008). Türkiye ve Kanada’da işlenen fen ve teknoloji derslerinin karşılaştırmalı analizi. Atatürk Eğitim Fakültesi Eğitim Bilimleri Der- gisi, 34, 147–169."
8409,1285315,21731596,8,,,apa,Toplumsal Cinsiyet Eşitsizliği Endeksi ve Türkiye,Toplumsal Politika Dergisi,2022,"Bardakçı, Ş",title_full,Toplumsal Cinsiyet Eşitsizliği Endeksi ve Türkiye,no_match,1207455,10.25287/ohuiibf.1326742,not_checked,,AVRUPABİRLİĞİ VE TÜRKİYE İÇİN KÜRESEL CİNSİYET EŞİTSİZLİĞİ ENDEKSİ BAĞLAMINDA BİR KARŞILAŞTIRMA,2023,Ömer Halisdemir Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,1837,PAPER,0.4658,0.5139,0.8,5,False,0.3232,0.0,False,"Bardakçı, Ş. & Oğlak, S. (2022). Toplumsal Cinsiyet Eşitsizliği Endeksi ve Türkiye. Toplumsal Politika Dergisi, 3(1), 71-90."
8412,1332119,23907962,1,,,quoted,İktidarın Dört Atlısı: Michael Mann ve Tarihsel Sosyoloji.,Toplum ve Bilim,2012,"Ardıç, Nurullah",,,no_match,,,,,,,,,,,,,,,,,,"Ardıç, Nurullah. “İktidarın Dört Atlısı: Michael Mann ve Tarihsel Sosyoloji.” Toplum ve Bilim, sy 123 (2012): 258–285."
8416,1277549,21434207,19,,,apa,“Neo-Liberal Politikalar ve Yönetişim Modeli”,Amme İdaresi Dergisi,2003,"Güzelsarı, S",title_full_year,Neo Liberal Politikalar ve Yönetişim Modeli,strong,346330,,no_doi,,NeoLiberal Politikalar ve Yönetişim Modeli,2003,Amme İdaresi Dergisi,344,PAPER,0.95,1.0,1.0,5,True,1.0,0.0,False,"Güzelsarı, S. (2003). “Neo-Liberal Politikalar ve Yönetişim Modeli”. Amme İdaresi Dergisi, 36 (2), 17-34. Erişim adresi: https://ammeidaresihacibayram.edu.tr/documents/article/1/36/2/2_guzelsari.pdf"
8463,1253692,20239620,11,,,volume_pages,"Hakan Göncü, Akın Ersoy ve Duygu Akar Tanrıver",İstanbul: Ege Yayınları,2015,Doğer Lale ve Dilek Maktal-Canko,,,no_match,,,,,,,,,,,,,,,,,,"Doğer Lale ve Dilek Maktal-Canko. “İzmir Kadifekale 2015 Yılı Bizans Sarnıcı Araştırma Kazısından Seramik Buluntular”. Smyrna/İzmir Kazı ve Araştırmaları III. Ed. Hakan Göncü, Akın Ersoy ve Duygu Akar Tanrıver. İstanbul: Ege Yayınları, 2019, 111-134."
8482,1189260,17592212,14,,,apa,"Halkla ilişkiler sektörünün sinemada temsili: “Again you?”,“Sex and the City” ve “Thank you for smoking” filmlerinde halkla ilişkiler mesleği ve halkla ilişkiler uzmanının temsili",Gümüşhane Üniversitesi İletişim Fakültesi Elektronik Dergisi,2012,"Gürkan, H",,,no_match,,,,,,,,,,,,,,,,,,"Gürkan, H. (2012). Halkla ilişkiler sektörünün sinemada temsili: “Again you?”,“Sex and the City” ve “Thank you for smoking” filmlerinde halkla ilişkiler mesleği ve halkla ilişkiler uzmanının temsili. Gümüşhane Üniversitesi İletişim Fakültesi Elektronik Dergisi, 1(3), 135-158."
8504,1305625,22594665,32,,,vancouver,Profile and clinical relevance of autoantibodies in patients with chronic hepatitis B infection,Int J Clin Exp Med,2017,"Lu J, Lv Y, Dai E, Liu Y, Gao H, Tsuji NM",,,no_match,,,,,,,,,,,,,,,,,,"32. Lu J, Lv Y, Dai E, Liu Y, Gao H, Tsuji NM, et al. Profile and clinical relevance of autoantibodies in patients with chronic hepatitis B infection. Int J Clin Exp Med 2017;10:3568-74."
8507,1301566,22440997,40,,,apa,Wound healing following tooth extraction. Histochemical study in rats,Revista da Faculdade de Odontologia de Aracatuba,1973,"Okamoto, T., & de Russo, M.C",,,no_match,,,,,,,,,,,,,,,,,,"Okamoto, T., & de Russo, M.C. (1973). Wound healing following tooth extraction. Histochemical study in rats. Revista da Faculdade de Odontologia de Aracatuba, 2(2), 153–169."
8540,1287154,21812566,2,,,vancouver,Infectious spondylodiscitis: diagnosis and treatment,Mo Med,2013,"Amini MH, Salzman GA",title_full,Infectious spondylodiscitis diagnosis and treatment,no_match,1378334,10.5152/cjm.2025.25071,not_checked,,CandidaSpondylodiscitis: Diagnostic Dilemmas and Treatment Strategies,2025,Cerrahpaşa Medical Journal,2517,PAPER,0.4868,0.6909,0.5,4,False,0.25,0.0,False,"2. Amini MH, Salzman GA. Infectious spondylodiscitis: diagnosis and treatment. Mo Med 2013;110:80-84."
8551,1302605,22480687,32,,,apa,"Marka Bağlılığında Hedonik ve Rasyonel Faydanın Rolü-Perakendeci Markalı Ürünler Üzerine Bir Araştırma, 13","Ulusal Pazarlama Kongresi Bildiri Kitabı, Nevşehir",2008,"Gödekmerdan, L., Ünal, S., & Can, P",,,no_match,,,,,,,,,,,,,,,,,,"Gödekmerdan, L., Ünal, S., & Can, P. (2008). Marka Bağlılığında Hedonik ve Rasyonel Faydanın Rolü-Perakendeci Markalı Ürünler Üzerine Bir Araştırma, 13. Ulusal Pazarlama Kongresi Bildiri Kitabı, Nevşehir, 398-411."
8611,1260482,20532881,1,,,apa,Değer eğitimi akımlarına genel bir bakış,Değerler Eğitimi Dergisi,2008,"Akbaş, O",title_full,Değer eğitimi akımlarına genel bir bakış,no_match,265164,,no_doi,,YERALTIROMANINDA ANLATI UNSURLARININ İŞLENİŞİ,2017,Turkish Studies (Elektronik),664,PAPER,0.2509,0.4416,0.0,5,False,0.3043,0.0,False,"Akbaş, O. (2008). Değer eğitimi akımlarına genel bir bakış. Değerler Eğitimi Dergisi, 6(16), 9–27."
8658,1322649,23499471,16,,,apa,İran’ın idari teşkilat sistemi,Oğuzhan Sosyal Bilimler Dergisi,2020,"Fanid, N",title_full,İranın idari teşkilat sistemi,no_match,156225,,no_doi,,6360Sayılı kanun bağlamında köylerin mahalleye çevrilmesi sorunu,2014,Mülkiye Dergisi,657,PAPER,0.2192,0.3571,0.0,4,False,0.4783,0.0,False,"Fanid, N. A. (2020). İran’ın idari teşkilat sistemi. Oğuzhan Sosyal Bilimler Dergisi, 2(2), 134–157."
8685,1239115,19640483,54,,,apa,Öğretmen adaylarının problem kurma becerilerinin belirlenmesi [Determining of prospective teachers’ problem posing skills],Balıkesir Üniversitesi Fen Bilimleri Enstitüsü Dergisi,2006,"Korkmaz, E., & Gür, H",title_salient,Öğretmen adaylarının problem kurma becerilerinin belirlenmesi Determining prospective teachers problem,no_match,421397,,no_doi,,TÜRKÇEÖĞRETMENİ ADAYLARININ ÇOK BOYUTLU 21. YÜZYIL BECERİLERİNİN BELİRLENMESİ,2020,Uluslararası Türkçe Edebiyat Kültür Eğitim (TEKE) Dergisi,828,PAPER,0.4094,0.5455,0.4286,12,False,0.449,0.0,False,"Korkmaz, E., & Gür, H. (2006). Öğretmen adaylarının problem kurma becerilerinin belirlenmesi [Determining of prospective teachers’ problem posing skills]. Balıkesir Üniversitesi Fen Bilimleri Enstitüsü Dergisi, 8(1), 64-74. Retrieved from http://fbed.balikesir.edu.tr/index.php/dergi/article/view/212/193"
8688,1225137,19352979,17,,,apa,Kapsayıcı eğitimin Türk eğitim sistemindeki yeri ve önemi,Studies in Educational Research and Development,2021,"Aydın Güngör, T., & Pehlivan, O",title_full,Kapsayıcı eğitimin Türk eğitim sistemindeki yeri ve önemi,no_match,1363952,10.30561/sinopusd.1495549,not_checked,,Türkiyenin Göç Politikalarında Mülteci Çocukların Eğitimine Düzce Merkezli Bir Bakış Belirsizlikler ve Zorluklar,2025,Sinop Üniversitesi sosyal bilimler dergisi,2523,PAPER,0.3178,0.3905,0.4286,7,False,0.2921,0.0,False,"Aydın Güngör, T., & Pehlivan, O. (2021). Kapsayıcı eğitimin Türk eğitim sistemindeki yeri ve önemi. Studies in Educational Research and Development, 5(1), 48-71."
