sample_index,publication_id,reference_id,match_status,match_score,matched_source,matched_title,matched_author,matched_year,matched_publisher,matched_isbn,matched_url,raw_context
7302,1296749,23156002,no_match,0.0,,,,,,,,"Korkusuz, M. Refik / Uğur, Suat. Sosyal Güvenlik Hukuku, 4. B., Ekin Yayınevi, Bursa 2015."
7303,1296749,23156023,no_match,0.0,,,,,,,,"Yüksel, Hasan. Sosyal Güvenlik Hukuku, Ekin Kitabevi, Bursa 2016."
7308,1340604,24218606,no_match,0.0,,,,,,,,"Niketas Khoniates. (1995). Historia (Ioannes ve Manuel Komnenos Devirleri). (Fikret Işıltan, Çev.). Türk Tarih Kurumu Basımevi."
7309,1340604,24218611,no_match,0.0,,,,,,,,"Willermus Tyrensis. (1943). A History of Deeds Done Beyond The Sea. (C. II). (E. A. Babcock- A. C. Krey, Çev.). Columbia University Press."
7331,1253814,20269908,no_match,0.0,,,,,,,,"KANTAR, Baha: Ceza Muhakemeleri Usulü, İkinci Kitap, Muhakeme Usulü, 4. Baskı, Güzel Sanatlar Matbaası, Ankara, 1957."
7340,1186055,17199855,strong,0.964,openlibrary,Saglik Hizmetleri Pazarlamasi,Gamze Ucak Dilaver Tengilimoglu,2011,,,https://openlibrary.org/works/OL26237676W,"Tengilimoğlu, D. (2020). Sağlık Hizmetleri Pazarlaması. 5. Baskı. Ankara: Siyasal Kitabevi."
7351,1312230,22872202,no_match,0.0,,,,,,,,"METCALF, Barbara D.-Thomas R. Modern Hindistan’ın Kısa Tarihi. çev. Zeynep Hale Akman. İstanbul: Boğaziçi Üniversitesi Yayınevi, 2018."
7364,1159972,16956076,no_match,0.0,,,,,,,,"Isaac, A. (1941). Muhasebe nazariyesi. İstanbul Üniversitesi Yayınları, 163, Güven Basımevi."
7366,1329744,23796230,no_match,0.0,,,,,,,,"Fukuyama, Francis. Güven: sosyal erdemler ve refahın yaratılması. (Çev. Ahmet Buğdaycı), (1. baskı), İstanbul: Türkiye İş Bankası Kültür Yayınları, 1998."
7374,1211829,18577846,strong,0.925,crossref_book,Sosyal Bilimlerde Nicel Araştırma Yöntemleri,Büyükyılmaz Ozan,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8916,"Aslan, Ş. (2018). *Sosyal bilimlerde araştırma yöntemleri: Nicel, nitel ve karma tasarımlar için bir rehber.* Eğitim Yayınevi."
7376,1358061,24929797,no_match,0.0,,,,,,,,İbn Kesîr. (2000). el-Bidaye ve’n Nihaye. Mehmet Keskin (Çev.). C. XII-XIII. Çağrı Yayınları.
7392,1319082,23327924,no_match,0.0,,,,,,,,"Veblen, T. (1899). The Theory of the Leisure Class. Routledge. London"
7400,1261682,20606387,strong,1.0,openlibrary,Suriye tarihi,Ömer İshakoğlu,2012,,,https://openlibrary.org/works/OL23394654W,"İshakoğlu, Ö. (2012). Suriye Tarihi. Kabalcı Yayınları."
7401,1261682,20606390,no_match,0.0,,,,,,,,"Kuneralp, S. (1999). Son dönem Osmanlı erkân ve ricali (1839-1922), prosopoprafik rehber. İSİS Yayınları."
7415,1199019,17829001,no_match,0.0,,,,,,,,"Wilkens, J. (2000). Alttürkische Handschriften Teil 8: Manichäisch-türkische Texte der Berliner Turfansammlung. Verzeichnis der Orientalischen Handschriften XIII/16. Stuttgart: Franz Steiner Verlag."
7421,1228243,19151238,no_match,0.0,,,,,,,,"HOFFNER, H., 1975. “Hittite Mythological Texts: A Survey”, Unity and Diversity, Essays in the History, Literature and Religion of the Ancient Near East, Ed.: Goedicke, H. – Mc Bee, R. J.J., Johns Hopkins University Press, Baltimore- London."
7430,1197860,17812406,no_match,0.0,,,,,,,,"61. Özdağoğlu, A, Yılmaz, K, Keleş, M., Evaluation of machine selection criteria with MACBETH method in a ginnery factory, Süleyman Demirel Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, (37), 26-37, 2020"
7433,1292424,23007669,no_match,0.0,,,,,,,,"Çetin, E. (2020a). Altun Yaruk: VII. kitap. Türk Dil Kurumu Yayınları."
7434,1292424,23007670,no_match,0.0,,,,,,,,"Çetin, E. (2020b). Altun Yaruk: VIII. kitap. Türk Dil Kurumu Yayınları."
7445,1327877,23712548,no_match,0.0,,,,,,,,"Cebeci, S. (Ed.). (2002). Avrupa Birliğine giriş sürecinde Türkiye’de din eğitimi ve sorunları. İstanbul: Değişim Yayınları."
7448,1323497,23534733,no_match,0.0,,,,,,,,"Hirigoyen, Marie-France. Manevî Taciz Gündelik Hayatta Sapkın Şiddet. İstanbul: İletişim Yayınları, 2021."
7507,1293482,22076016,strong,1.0,openlibrary,Burial and Ancient Society,Ian Morris,1987,,,https://openlibrary.org/works/OL14865109W,"Morris, I. (1987). Burial and Ancient Society: The Rise of the Greek City-State. Cambridge: Cambridge University Press."
7508,1293482,22076039,no_match,0.0,,,,,,,,"Dem. 43: Demosthenes, pros Makartaton peri Hagniou klērou (πρὸς Μακάρτατον περὶ Ἁγνίου κλήρου) = (A. T. Murray, Trans.). (1939). Demosthenes. Orations, Volume V: Orations 41-49: Private Cases. Cambridge: Harvard University Press."
7532,1164725,16231864,no_match,0.0,,,,,,,,John of Salisbury. (1955). The Metalogicon: A Twelfth-Century Defence of the Verbal and Logical Arts of the Trivium (trans with an Introduction and Notes. Daniel McGarry). Berkeley: University of California Press.
7554,1241213,19722914,no_match,0.0,,,,,,,,"Taylor SE (1989) Positive Illusions: Creative Self-Deception and the Healthy Mind. New York, Basic Books."
7619,1246201,19917857,no_match,0.0,,,,,,,,"Belâẕurî, Aḥmed b. Yaḥyâ b. Câbir. Ensâbu’l-eşrâf. thk. Suheyl Zekkâr - Riyâḍ ez-Ziriklî. 13 Cilt. Beyrut: Dâru’l-Fikr, 1417/1996."
7620,1246201,19917860,strong,0.87,crossref_book,Muḥammed ‘Abdu,Urkevich Lisa A.,2001,Oxford University Press,,https://doi.org/10.1093/gmo/9781561592630.article.52375,"Debûsî, Ebû Zeyd ʿAbdullâh b. Muḥammed b. ʿOmer b. ʿÎsâ. Taḳvîmu’l-edille fî’l-uṣûli’l-fıḳh. thk. Ḥalîl Muḥyîddîn el-Meyyis. Beyrut: Dâru’l-Kütübi’l-ʿİlmiyye, 1421/2001."
7621,1246201,19917879,no_match,0.0,,,,,,,,"‘İz b. ‘Abdisselâm, Ebû Muhammed ‘İzzuddîn ‘Abdülazîz b. ‘Abdisselâm b. Ebi’l-Kâsım b. el-Hasen es-Sülemî ed-Dimeşkî. Tefsîru’l-Kur’an. thk. Abdullah b. İbrahim el-Vehbî. 3 Cilt. Beyrut: Daru İbn Hazm, 1996."
7624,1274623,21155325,strong,1.0,openlibrary,Sosyal Hizmete Giris,"Ilhan Ulusoy , Durdu Baran Ciftci, Charles Zastrow",2013,,,https://openlibrary.org/works/OL26263885W,"Zastrow, C. (2013). Sosyal hizmete giriş. (D. B. Çiftci, Ed.). Ankara: Nika Yayınevi."
7645,1249984,20082759,strong,1.0,openlibrary,Acceptance and commitment therapy,Steven C. Hayes,2012,,,https://openlibrary.org/works/OL16509509W,"Hayes, S. C., Strosahl, K. D. ve Wilson, K. G. (1999). Acceptance and Commitment Therapy: An Experiential Approach to Behavior Change. New York: Guilford Press."
7679,1191492,17433427,no_match,0.0,,,,,,,,"Mujis, D. (2004) Doing quantative research in education with SPSS. London: GBR, Sage Publications."
7681,1357632,24915591,no_match,0.0,,,,,,,,"Zahidoglu, V. A. (2016, September 26-27). Dede Korkut Kitabı’nın XI. Boyundaki Bir Manzum Parçanın Okunuşu Üzerine. XI. Uluslararası Büyük Türk Dili Kurultayı Bildirileri Kitabı. Budapest, Hungary."
7687,1271278,21742305,strong,1.0,openlibrary,Atatürk ve arkeoloji,Fecri Polat,2019,,,https://openlibrary.org/works/OL44649608W,"Polat, F. & İpek, M. (2019). Atatürk ve Arkeoloji. Tam Pozitif Matbaa."
7719,1261276,20562296,no_match,0.0,,,,,,,,"Boratav, K; Türkcan, E. (ed.) (1993) Türkiye’de Sanayileşmenin Yeni Boyutları ve KİT’ler, İstanbul: Tarih Vakfı Yurt Yayınları."
7730,1225261,18987275,no_match,0.0,,,,,,,,"Chul-Han, B. (2020a). Psikopolitika: Neoliberalizm Ve Yeni İktidar Teknikleri. (Çev. H. Barışcan) İstanbul: Metis Yayınları."
7752,1178714,16806801,no_match,0.0,,,,,,,,"DEVELLİOĞLU, Ferit. Osmanlıca-Türkçe Ansiklopedik Lûgat. Ankara: Aydın Kitabevi, 2007."
7753,1178714,16806825,no_match,0.0,,,,,,,,"KARA, Mustafa. “Havf”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 16/528-531. İstanbul: TDV Yayınları, 1997."
7754,1178714,16806849,no_match,0.0,,,,,,,,"TÜRKÇAPAR, M. Hakan. Bilişsel Davranışçı Terapi: Temel İlkeler ve Uygulama. Ankara: HYB Yayınları, 2014."
7758,1369679,25418014,no_match,0.0,,,,,,,,"Ekşi, A. (2013). Fonksiyonel Gıdalar ve Sağlık Beyanları. İçinde G. Baysoy (Eds.), Fonksiyonel Besinler (ss.11-16). Akademi Uluslararası Yayıncılık."
7759,1369679,25418035,no_match,0.0,,,,,,,,"Naskali, EG. (2015). Ekmek Kitabı (2. Bs.). Kitabevi Yayınları."
7767,1264384,20682353,no_match,0.0,,,,,,,,"Eş’arî, Ebû’l-Hasan Ali b. İsmâîl. el-İbâne an Usûli’d-Diyâne. thk. Abbas Sabbâğ. Beyrut: Dâru’n-Nefâis, 1431/2010."
7778,1164116,16653534,no_match,0.0,,,,,,,,"Sungur, M. Z. (2009). Sen, ben ve aramızdaki her şey. Goa Yayınları."
7815,1278954,21349431,no_match,0.0,,,,,,,,"Erdağı-Oral, S. (2021) Cerrahi Hemşireliği. Çelik S, ed. Cerrahi Hemşireliğinde Güncel Uygulamalar (s. 1-16). Çukurova Nobel Tıp Kitabevi, Ankara."
7819,1380693,25787317,no_match,0.0,,,,,,,,"İstanbul, 2007. Goss, Ryan. Criminal Fair Trial Rights. Hart Publishing, Oxford, 2016."
7821,1380693,25787350,no_match,0.0,,,,,,,,"Toroslu, Nevzat/Feyzioğlu, Metin. Ceza Muhakemesi Hukuku. 22. Baskı, Savaş Yayınevi, Ankara, 2023."
7844,1321605,23452230,no_match,0.0,,,,,,,,"Gönenç, Halil. Günümüz Meselelerine Fetvalar. İstanbul: İlim Yayınları, ts."
7845,1321605,23452293,no_match,0.0,,,,,,,,"Öğüt, Salim. “Emir”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 11/119-121. İstanbul: TDV Yayınları, 1415/1995."
7902,1182843,17014427,strong,0.874,openlibrary,Preventing reading difficulties in young children,Committee on the Prevention of Reading Difficulties in Young Children.,1998,,,https://openlibrary.org/works/OL1835147W,"Snow, C. E., Burns, M. S., & Griffin, P. (1998). Reading difficulties in young children. Washington DC: National Academy Press."
7913,1348704,24557637,no_match,0.0,,,,,,,,"Erkal, M. (2008). Zekât bilgi ve uygulama (2. Baskı). İstanbul: Marmara Üniversitesi İlahiyat Fakültesi Vakfı Yayınları."
7936,1178279,16785718,no_match,0.0,,,,,,,,"Şimşek, Ö. F. (2007). Yapısal eşitlik modellemesine giriş, temel ilkeler ve LISREL uygulamaları. Ekinoks Yayınları Tabachnick, B. G. ve Fidell, L. S. (2001). Using multivariate statistics. Ally & Bacon."
7937,1255822,20331346,no_match,0.0,,,,,,,,"Başçetinçelik A, Karaca C, Öztürk HH, Kacıra M , Ekinci K. 2007. Türkiye’de tarımsal biokütleden enerji üretimi olanakları. IV. Yeni ve Yenilenebilir Enerji Kaynakları Sempozyumu. Bildiriler Kitabı, pp.101-109, Kayseri. Bayram SE. 2017. Katı atıkların geriye kazanımı ve tarımsal kullanım olanakları. Türk Bilimsel Derlemeler Dergisi, 10(2), 62-65."
7963,1280573,21448448,no_match,0.0,,,,,,,,"Erkan, Arif. el-Beyan Büyük Arapça-Türkçe Lugat. İstanbul: Yasin Yayınları, 2004."
7964,1280573,21448449,no_match,0.0,,,,,,,,"Evs b. Hacer, Ebû Şüreyh Evs b. Hacer b. Attâb et-Temîmî. ed-Dîvân. nşr. Muhammed Yûsuf Necm. Beyrut: Dâru’l-Beyrut, ts."
7965,1280573,21448451,no_match,0.0,,,,,,,,"Ferrâ, Ebû Zekeriyyâ Yahyâ b. Ziyâd ed-Deylemî el-Ferrâ‘. Me‘ânî’l-Kur’ân. nşr. Ahmed Yûsuf en-Necâtî vd. Mısır: Dâru’l-Mısriyye, ts."
7967,1280573,21448477,no_match,0.0,,,,,,,,"Muberred, Ebû’l-‘Abbâs Muhammed b. Yezîd el-Muberred el-Ezdî. el-Kâmil fî’l-luğa ve’l-edeb. nşr. Muhammed Ebû’l-Fadl İbrâhîm. 4 Cilt. Kahire: Dâru’l-Fikri’l-‘Arabî, 1417/1997."
7971,1331900,23899157,strong,1.0,openlibrary,Küreselleşme ve Avrupa birliği ile bütünleşme sürecinde Türkiye,Abdullah Özkan,2004,,,https://openlibrary.org/works/OL3731352W,"Özkan, A. (2004). Küreselleşme ve Avrupa Birliği ile bütünleşme sürecinde Türkiye. İstanbul: Tasam yayınları."
7972,1171138,16493483,no_match,0.0,,,,,,,,"Ebü’l-Hasen Mukātil b. Süleymân b. Beşîr. Tefsîru Mukâtil b. Süleymân. thk. Abdullah Mahmûd Şahhâte. 4 Cilt. Beyrut: Dâru İhyâi't-Turâs, 1423."
7974,1192710,17663714,no_match,0.0,,,,,,,,"Hesse, M., Zetter, R., Halbritter, H., Weber, M., Buchner, R., Frosch-Radivo, A., Ulrich, S., 2009. Pollen Terminology an illustrated handbook. Austria, Springer, Wien, New York."
7980,1228505,19163586,no_match,0.0,,,,,,,,"Hayrullahoğlu, G., Aliefendioğlu Y., Tanrıvermiş, H. (2018). Deprem sonrası kentte oluşacak sorunlara dirençli kent yaklaşımı ile çözüm aranması: Marmara depremi örneği, Kentsel Politikalar içinde (der. A. Mengi, D. İşçioğlu), Palme Yayınevi Akademik Kitaplar, Ankara (290-304)."
7986,1178061,16777135,possible,0.643,crossref_book,"The Fourth Industrial Revolution: what it means, how to respond1",Schwab Klaus,2024,Edward Elgar Publishing,9781802208818,https://doi.org/10.4337/9781802208818.00008,"Schwab, K. (2017). The fourth industrial revolution, Portfolio/ Penguin. Geneva, Switzerland: Crown Publishing Group, 184. Science and technology policy institute forum, 26(2), 12-15."
7988,1337249,24107653,no_match,0.0,,,,,,,,"Afyoncu, E. (2003). Mehmed Said Paşa, Yirmisekizçelebizâde. İçinde Türkiye Diyanet Vakfı İslâm Ansiklopedisi (C. 28, ss. 524-526). TDV Yayınları."
7991,1263989,20661220,no_match,0.0,,,,,,,,"Hamzâvî, Mahmud. el-Ferâ‘id el-Behiyye fî’l-Kavâ‘idi’l-Fıkhiyye. thk. Muhammed el-Azâzî. Beyrut: Dâru’l-Kutubi’l- İlmiyye, 2017."
7992,1263989,20661228,no_match,0.0,,,,,,,,"Karadâvî, Yusuf. Fî fıkh el-ekalliyât el-müslime. Kahire: Dâru’ş-Şurûk, 2001."
8026,1375930,25646088,no_match,0.0,,,,,,,,"Sancar, Serpil. 2021. Toplumsal Cinsiyet Eşitsizlikleriyle Baş Etme Strateji ve Politikaları. CEİD Yayınları."
8054,1172978,16573713,no_match,0.0,,,,,,,,"Özünlü, Ü. (1997). Edebiyatta Dil Kullanımları. Ankara: Doruk Yayınları."
8067,1311995,22858862,no_match,0.0,,,,,,,,"Özgenç İ, Türk Ceza Kanunu Gazi Şerhi (Genel Hükümler) (3. bs, Açık Ceza İnfaz Kurumu Matbaası 2006)"
8094,1263913,20659187,no_match,0.0,,,,,,,,"Lange, F., Albert, Materyalizmin Tarihi ve Günümüzdeki Anlamının Eleştirisi I-II (çev. Prof. Dr. Ahmet Arslan), İstanbul: Sentez Yayıncılık, 2016."
8106,1365751,25271472,no_match,0.0,,,,,,,,"Râşid Mehmed Efendi. (2013). Tarih-i Râşid. Cilt I. A. Özcan vd. (Yay. haz.). İstanbul: Klasik Yayınları, 2013)."
8107,1365751,25271493,no_match,0.0,,,,,,,,"Gülsoy, E. (2004). Girit'in fethi ve Osmanlı idaresinin kurulması (1645-1670). İstanbul: Tatav-Tarih ve Tabiat Vakfı Yayınları."
8120,1329232,23772912,no_match,0.0,,,,,,,,"Ademovic. S. (2020). Balkan Coğrafyası’nda Türkiye’nin dünü bugünü: zorunlu terk ediliş/ yeniden sahiplenilmenin psikolojisi ve “kolektif psikozun” Balkan toplumlarındaki yansıması, Ş. Kantarcı (ed) Politik Psikoloji Boyutuyla Türk Dış Politikası (1923-2000) içinde (s. 343- 390). Ankara: Nobel Yayın."
8122,1242187,19765858,no_match,0.0,,,,,,,,"Necmeddîn-i Dâye, Mirsâdü’l-İbâd ( Başlangıç- tan Nihayete Allah’ın Kullarının Yolu), trc. Halil Baltacı, İstanbul: Dergâh Yayınları, 2021."
8132,1255796,20330600,no_match,0.0,,,,,,,,"Güriz, A. (2006). Hukuka başlangıç. Siyasal Kitabevi."
8174,1306915,22635242,no_match,0.0,,,,,,,,"Yücesoy, Hayrettin. “Mihne”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 30/26-28. İstanbul: Türkiye Diyanet Vakfı Yayınları, 2005."
8203,1391214,26148596,no_match,0.0,,,,,,,,"YETİK, Murat: Sosyal Güvenlik Hukukunda Primler ve Prim Teşvikleri, Legal Yayınevi, İstanbul 2018."
8205,1296744,22211792,no_match,0.0,,,,,,,,"Arendt, Hannah. Totalitarizmin Kaynakları/3: Totalitarizm, çev. İsmail Serin, 4. Baskı, İletişim Yayınları, 2021."
8206,1296744,22211805,no_match,0.0,,,,,,,,"Değirmencioğlu, Burcu. Westphalian Modelden Bugüne Egemenliğin Dönüşümü Bağlamında Yeni Dünya Düzeninin İnşası, Adalet Yayınevi, 2022."
8208,1296744,22211816,no_match,0.0,,,,,,,,"Platon. Devlet, çev. Selahattin Eyüboğlu, M. Ali Cimcoz, 20. Bası, Türkiye İş Bankası Kültür Yayınları, 2010."
8220,1202532,18173670,no_match,0.0,,,,,,,,"Kiel, Machiel - Gara, Eleni. “Karaferye”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 24/391-394. İstanbul: TDV Yayınları, 2001."
8228,1258027,20425756,no_match,0.0,,,,,,,,"Kılıç, M. E. (1996a). Fusûsu’l-Hikem. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. Cilt 13 (s. 230-237) içinde. İstanbul: Türkiye Diyanet Vakfı Yayınları."
8230,1203712,18385603,no_match,0.0,,,,,,,,"et-Tayyar, A. (2015). Tüm Detayları ile Namaz, çev: M. Beşir Eryarsoy. İstanbul: Guraba Yayınları."
8234,1229456,19483437,no_match,0.0,,,,,,,,"Sander, O. (2004). Siyasi tarih (1918-1994). İstanbul: Timaş Yayınları."
8247,1260222,20520865,possible,0.667,crossref_book,An Information-Processing Approach to the Study of Cognitive Development,KLAHR DAVID,,University of Minnesota Press,,https://doi.org/10.5749/j.ctttsmk0.8,"Klahr, D., & Wallace, J. G. (1976). Cognitive development: An information-processing view. Routledge."
8277,1261666,20605035,no_match,0.0,,,,,,,,"Alexander, T. D. (2004). Passover sacrifice. In R. T. Beckwith & M. J. Selman (Eds.), Sacrifice in the Bible (pp.1-24). Eugene, Oregon: Wipf and Stock."
8313,1370707,25456154,no_match,0.0,,,,,,,,"Süyûtî, Celâleddîn Abdurrahman b. Ebî Bekir. et-Tahbîr fî ‘ilmi’t-tefsîr. Beyrut: Daru’l-Kütubu’l-İlmiyye, 1408."
8324,1161848,16102429,no_match,0.0,,,,,,,,Oran B. (2009). Türk dış politikası 1. İstanbul: İletişim Yayınları.
8354,1346928,24483421,no_match,0.0,,,,,,,,"Uzun, Mustafa İsmet. “Münşeat”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 32: 18-20, Ankara: Türkiye Diyanet Vakfı Yayınları, 2006."
8359,1211705,18470689,strong,1.0,openlibrary,Qualitative data analysis,Matthew B. Miles,1984,,,https://openlibrary.org/works/OL2022506W,"Miles, M. B. ve Huberman, A. M. (1994). Qualitative data analysis: An expanded sourcebook (2nd ed.). California: Sage Publications."
8385,1156953,16409650,no_match,0.0,,,,,,,,"[48] Deer, W., Howie, R. ve Zussman, J., An introduction to the rockforming minerals, New York: Wiley-Interscience, 2nd ed., 1992."
8391,1320294,23388432,no_match,0.0,,,,,,,,"Hall, S. (2005). Critical Dialogues in Cultural Studies. Ed. David Morley & Kuan-Hsing Chen, New Ethnicities, Routledge."
8398,1304935,22570115,strong,1.0,openlibrary,Türk halk edebiyatı,Ignácz Kúnos,1925,,,https://openlibrary.org/works/OL4177061W,"Kunos, İ. (1978). Türk Halk Edebiyatı. (T. Gülensoy, Çev.) Konya: Kervan Yayınevi."
8403,1183988,17066417,no_match,0.0,,,,,,,,"Ercan, F., & Altun, S. A. (2005). İlköğretim fen ve teknoloji dersi 4. ve 5. sınıflar öğretim programına ilişkin öğretmen görüşleri. Eğitimde Yansımalar: VIII Yeni İlköğretim Programlarını Değerlendirme Sem- pozyumu Bildiriler Kitabı (ss. 311–319). Ankara: Sim Matbaası."
8410,1200717,17915633,strong,1.0,openlibrary,Tefsir tarihi yazımı ve problemleri,Mustafa Karagöz,2012,,,https://openlibrary.org/works/OL39587967W,"Karagöz, Mustafa. Tefsir Tarihi Yazımı ve Problemleri. Ankara: Araştırma Yayınları, 2012."
8463,1253692,20239620,no_match,0.0,,,,,,,,"Doğer Lale ve Dilek Maktal-Canko. “İzmir Kadifekale 2015 Yılı Bizans Sarnıcı Araştırma Kazısından Seramik Buluntular”. Smyrna/İzmir Kazı ve Araştırmaları III. Ed. Hakan Göncü, Akın Ersoy ve Duygu Akar Tanrıver. İstanbul: Ege Yayınları, 2019, 111-134."
8466,1198642,17811738,strong,1.0,openlibrary,The Nature Of Human Values,Milton Rokeach,1973,,,https://openlibrary.org/works/OL6437110W,"Rokeach, M. (1973). The Nature of Human Values. New York: The Free Press."
8495,1312233,22872384,no_match,0.0,,,,,,,,"GÂZÎ, es-Seyyid Mustafa. el-Ahtal Şâiru Benî Ümeyye. Kahire: Dâru’l-Maârif, 1998."
8561,1359264,25004201,no_match,0.0,,,,,,,,"11. Gonca Oğuz Gök, “(UN) Finished Journey? Future of the World Organization in a World of Crises.”"
8578,1381134,25798241,strong,1.0,openlibrary,Design for a contemporary world,Christian Boucharenc,2008,,,https://openlibrary.org/works/OL13844614W,"93. Boucharenc, C., Design for a contemporary world: A textbook on fundamental principles. NUS Press, Singapore, 2008."
8592,1237921,21115553,strong,1.0,openlibrary,Dilbilgisi,Tahir Nejat Gencan,1953,,,https://openlibrary.org/works/OL6008301W,"Gencan, Tahir Nejat (1971). Dilbilgisi. İstanbul: Türk Dil Kurumu Yayınları."
8608,1264594,20691898,no_match,0.0,,,,,,,,"Aksan, D. (1982). Her Yönüyle Dil-Ana Çizgileriyle Dilbilim 3, Türk Dil Kurumu Yayınları, Ankara."
8612,1260482,20532908,no_match,0.0,,,,,,,,"Yorulmaz, B. (2017). Ailede değerler eğitimi. İstanbul: Erkam Yayınları."
8614,1360631,25057916,no_match,0.0,,,,,,,,"Gemalmaz, M.S. (2007). Ulusal Üstü İnsan Hakları Usul Hukukunda Geçici Önlem (Kapsam, İşlev, Yetkili Organ, Uygulama ve Değerlendirme). Legal Yayınları."
8628,1215087,18925706,no_match,0.0,,,,,,,,"Abadan Unat, N. (1998). “Söylemden Protestoya: Türkiye’de Kadın Hareketlerinin Dönüşümü”. 75 Yılda Kadınlar ve Erkekler (Ed: Hacımirzaoğlu, A. B.) içinde (323-336). İstanbul: Tarih Vakfı Yayınları."
8631,1275764,21200733,strong,1.0,openlibrary,Türkçe sözlük,Türk Dil Kurumu,1945,,,https://openlibrary.org/works/OL10759635W,TDK (Türk Dil Kurumu) (2005). Türkçe Sözlük. Ankara: TDK Yayınları.
8634,1292639,22042764,no_match,0.0,,,,,,,,"İbn Hacer, Ebü’l-Fazl Ahmed b. Alî el-Askalânî. Takrîbü’t-Tehzîb. thk. Ahmed Şâgıf. b.y.: Dâru’l-Âsıme, 1421."
8635,1292639,22042782,no_match,0.0,,,,,,,,"Müslim, Ebü’l-Hüseyn Müslim b. el-Haccâc. el-Câmiʿu’s-sahîh. nşr. Muhammed Fuâd Abdülbâkî. 3 Cilt. İstanbul: Çağrı Yayınları, 1401/1981."
8645,1357316,24905276,no_match,0.0,,,,,,,,"Akdemir, Mustafa Atilla. Tecvîd-i Mâhir. İstanbul: Rağbet Yayınları, 2019."
8650,1265087,20712843,no_match,0.0,,,,,,,,"Williams, S.T. (Ed.). (2015). Referencing: A guide to citation rules (3rd ed.). New York, NY: My Publisher."
8653,1170971,16488048,no_match,0.0,,,,,,,,"------------, “Tevhîdin Hakîkati ve Nübüvvetin İspatı Üzerine”, İslâm Filozoflarından Fel sefe Metinleri, çev. Mahmut Kaya, Klasik Yayınları, İstanbul, 2005."
8662,1226399,19045623,strong,1.0,openlibrary,Toplumsal değişme kuramları ve Türkiye gerçeği,Emre Kongar,1979,,,https://openlibrary.org/works/OL42579892W,"Kongar, Emre. Toplumsal Değişme Kuramları ve Türkiye Gerçeği. İstanbul: Remzi Kitabevi Yayınları, 2014."
8663,1226399,19045624,no_match,0.0,,,,,,,,"Kurt, Abdurrahman. Bursa Sicillerine Göre Osmanlı Ailesi (1839-1876). Bursa: Sentez Yayıncılık, 2013."
8717,1330834,23844880,no_match,0.0,,,,,,,,"Efe, R. (2010). Biyocoğrafya (2. Baskı). Bursa: Marmara Kitap Merkezi."
8722,1327163,23677279,no_match,0.0,,,,,,,,"Altay, A. (2017) “Kamu Maliyesi”, Buca: Seçkin Kitabevi."
8761,1322994,23514626,no_match,0.0,,,,,,,,"J. Crabtree, Pam. Medieval Archaeology an Encyclopedia. New York and London: New York University Garland Publishing, Inc., 2001."
8798,1294741,23192294,no_match,0.0,,,,,,,,"Molla Civen. Nûrü’l-envâr fî şerḥi’l-Menâr. thk. Salâh Muhammed Ebü’l- Hac. Amman: Daru’l-Farûk, ty."
8825,1367030,25323687,strong,1.0,openlibrary,The Dutch East India Company,F. S. Gaastra,2003,,,https://openlibrary.org/works/OL3823509W,"Gaastra, F. (2003). The Dutch East India Company: Expansion and Decline. Amsterdam: Walburg Press."
8832,1305486,22968028,strong,0.966,crossref_book,Sosyal Bilimlerde Nitel Araştırma Yöntemleri,Kavut Sevgi,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8919,"Yıldırım, A., & Şimşek, H. (2021). Sosyal Bilimlerde Nitel Araştırma Yöntemleri (12. Baskı). Seçkin Yayıncılık."
8834,1208659,19481168,no_match,0.0,,,,,,,,"eṭ-Ṭaberî, Ebû Caʿfer Muḥammed b. Cerîr b. Yezîd el-Âmilî, Târîḫu’r-rusul ve’l-mulûk ve sılatu târîḫ eṭ-Ṭaberî. Beyrut: Dâru’t-Turâŝ, 1967."
8835,1369650,25417224,strong,1.0,openlibrary,"Artificial intelligence, expert systems, computer vision, and natural language processing",William B. Gevarter,1984,,,https://openlibrary.org/works/OL5356456W,"Gevarter, W. B., (1984). Artificial intelligence, expert systems, computer vision, and natural language processing. Noyes Data Corporation/Noyes Publications."
8836,1369650,25417240,no_match,0.0,,,,,,,,"Meehan, J. (2017). Meehan's bartender manual: [A cocktail reference and recipe book]. New York: Ten Speed Press."
8855,1375844,25643171,no_match,0.0,,,,,,,,"Zebîdî, Muhammed Murtazâ. Tâcü’l-‘arûs min cevâhiri’l-Kâmûs. thk. Heyet. 4 Cilt. b.y.: Dâru’l-Hidâye, ts."
8857,1208580,18327021,no_match,0.0,,,,,,,,"Spears, L. C. (1995). Tracing The Growing Impact of Servant-Leadership Hisights on Leadership: Service, Stewardship, Spirit, and Servant-Leadership. New York: John Wiley ve Sons, Inc."
