sample_index,publication_id,reference_id,reference_order,source_doi,datacite_status,datacite_doi,datacite_title,datacite_publisher,datacite_year,datacite_type,datacite_url,confidence,title_coverage,title_similarity,title_token_count,author_coverage,year_match,request_key,query_source,query,context
9595,1276403,21231775,11,,no_match,,,,,,,,,,,,,search:bottema woldring aytug 1993 late quaternary vegetation history northern turkey palaeohistoria,context,bottema woldring aytug 1993 late quaternary vegetation history northern turkey palaeohistoria,"Bottema, S., Woldring, H., Aytuğ, B. (1993). Late Quaternary vegetation history of northern Turkey. Palaeohistoria, 35 (36), 12–72."
9596,1276403,21231776,12,,no_match,,,,,,,,,,,,,search:bottema woldring kayan 2001 late quaternary vegetation history western turkey ilipinar excavations 327 357,context,bottema woldring kayan 2001 late quaternary vegetation history western turkey ilipinar excavations 327 357,"Bottema, S., Woldring, H., Kayan, İ. (2001). The Late Quaternary vegetation history of western Turkey. The Ilıpınar Excavations II, 327–357."
9599,1343589,24355667,33,,no_match,,,,,,,,,,,,,search:kop korkut 2002 balik yemlerinde kalite kontrol nleri,context,kop korkut 2002 balik yemlerinde kalite kontrol nleri,"Kop, A. F., & Korkut, A. Y. (2002). Balık Yemlerinde Kalite Kontrol. Su U ¨ r u ¨ nleri Dergisi, 19(1)."
9603,1323906,23553364,20,,no_match,,,,,,,,,,,,,search:glynn perera verma 2007 unit root tests structural breaks survey applications revista metodos cuantitativos para economia empresa retrieved,context,glynn perera verma 2007 unit root tests structural breaks survey applications revista metodos cuantitativos para economia empresa retrieved,"Glynn, J., Perera, N. and Verma, R. (2007). Unit root tests and structural breaks: A survey with applications. Revista de Métodos Cuantitativos para la Economía y la Empresa, 3, 63-79. Retrieved from https://www.redalyc.org/"
9604,1347020,24487648,10,,no_match,,,,,,,,,,,,,search:bingol muhammet emin basiretli adami gibi hareket yukumlulugu ozellikle tacirin ucret cezai sartin indirilmesini isteyememesi istanbul 2018,context,bingol muhammet emin basiretli adami gibi hareket yukumlulugu ozellikle tacirin ucret cezai sartin indirilmesini isteyememesi istanbul 2018,"Bingöl Muhammet Emin, Basiretli İş Adamı Gibi Hareket Yükümlülüğü: Özellikle Tacirin Ücret ve Cezai Şartın İndirilmesini İsteyememesi, İstanbul 2018."
9606,1347020,24487654,16,,no_match,,,,,,,,,,,,,search:grassinger gulcin elcin turk medeni kanunu nda yer alan velayet hukumleri kapsaminda kucugun kisi varliginin korunmasi alinacak tedbirler istanbul 2009,context,grassinger gulcin elcin turk medeni kanunu nda yer alan velayet hukumleri kapsaminda kucugun kisi varliginin korunmasi alinacak tedbirler istanbul 2009,"Grassinger Gülçin Elçin, Türk Medeni Kanunu’nda Yer Alan Velayet Hükümleri Kapsamında Küçüğün Kişi Varlığının Korunması İçin Alınacak Tedbirler, İstanbul 2009."
9607,1347020,24487667,29,,no_match,,,,,,,,,,,,,search:ozsunay ergun ozsunay murat ticari reklam haksiz ticari uygulamalar milli serh hakan tokbas ozlem tuzuner istanbul 2016 958 1022,context,ozsunay ergun ozsunay murat ticari reklam haksiz ticari uygulamalar milli serh hakan tokbas ozlem tuzuner istanbul 2016 958 1022,"Özsunay Ergun/Özsunay Murat, “m:61, Ticari Reklam ve Haksız Ticari Uygulamalar”, Milli Şerh, (Ed. Hakan Tokbaş& Özlem Tüzüner), İstanbul 2016, s. 958 vd-1022."
9608,1321842,23463019,40,,no_match,,,,,,,,,,,,,search:kocagul saglam sahin 2016 sorgulamaya dayali ogretime yonelik inanc olcegi gecerlik guvenirlik calismasi bati anadolu egitim bilimleri baed,context,kocagul saglam sahin 2016 sorgulamaya dayali ogretime yonelik inanc olcegi gecerlik guvenirlik calismasi bati anadolu egitim bilimleri baed,"Kocagül Sağlam, M. ve Şahin, M. (2016). Sorgulamaya dayalı öğretime yönelik inanç ölçeği: Geçerlik ve güvenirlik çalışması. Batı Anadolu Eğitim Bilimleri Dergisi (BAED), 7(14), 1-20."
9609,1321842,23463044,65,,no_match,,,,,,,,,,,,,search:tatar kuru 2006 fen egitiminde arastirmaya dayali ogrenme yaklasiminin akademik basariya etkisi hacettepe universitesi egitim fakultesi 147 158,context,tatar kuru 2006 fen egitiminde arastirmaya dayali ogrenme yaklasiminin akademik basariya etkisi hacettepe universitesi egitim fakultesi 147 158,"Tatar, N. ve Kuru, M. (2006). Fen eğitiminde araştırmaya dayalı öğrenme yaklaşımının akademik başarıya etkisi. Hacettepe Üniversitesi Eğitim Fakültesi Dergisi, 31(31), 147-158."
9617,1160418,16078914,20,,no_match,,,,,,,,,,,,,search:ornek 1966 sivas cevresinde hayatin cesitli safhalariyla ilgili batil inanclarin buyusel islemlerin etnolojik tetkiki ankara ankara universitesi dil tarih cografya fakultesi yayinlari,context,ornek 1966 sivas cevresinde hayatin cesitli safhalariyla ilgili batil inanclarin buyusel islemlerin etnolojik tetkiki ankara ankara universitesi dil tarih cografya fakultesi yayinlari,"Örnek, S. V. (1966). Sivas ve Çevresinde Hayatın Çeşitli Safhalarıyla İlgili Batıl İnançların ve Büyüsel İşlemlerin Etnolojik Tetkiki, Ankara: Ankara Üniversitesi Dil ve Tarih-Coğrafya Fakültesi Yayınları."
9619,1212733,19437409,30,,no_match,,,,,,,,,,,,,search:yilmaz 2002 role trade strategies economic development russian east european finance trade,context,yilmaz 2002 role trade strategies economic development russian east european finance trade,"Yılmaz, B. (2002). The Role of Trade Strategies for Economic Development, Russian and East European Finance and Trade, 38(2), 59 – 78."
9626,1322172,24264384,6,,no_match,,,,,,,,,,,,,search:prk tnf 00004 00031 001 lef lef 1895,context,prk tnf 00004 00031 001 lef lef 1895,"Y.PRK.TNF.00004.00031.001, lef 1-12 ve lef 15-18, 1895."
9627,1322172,24264447,14,,no_match,,,,,,,,,,,,,search:kasaba 1993 osmanli imparatorlugu dunya ekonomisi cev kudret emiroglu istanbul belge yayinlari,context,kasaba 1993 osmanli imparatorlugu dunya ekonomisi cev kudret emiroglu istanbul belge yayinlari,"KASABA, R. (1993). Osmanlı İmparatorluğu ve Dünya Ekonomisi, (Çev. Kudret Emiroğlu), İstanbul: Belge Yayınları."
9631,1315137,23090627,28,,no_match,,,,,,,,,,,,,search:gurbuz 2019 amos yapisal esitlik modellemesi seckin yayincilik,context,gurbuz 2019 amos yapisal esitlik modellemesi seckin yayincilik,"Gürbüz, S. (2019). AMOS ile yapısal eşitlik modellemesi. Seçkin Yayıncılık."
9638,1262095,21662723,1,,no_match,,,,,,,,,,,,,search:abdullah 2022 thinking methods light sternberg theory among students faculty basic education positive school psychology 4791 4806,context,abdullah 2022 thinking methods light sternberg theory among students faculty basic education positive school psychology 4791 4806,"ABDULLAH, S. I. (2022). The study of thinking methods in light of the Sternberg's theory among students of the Faculty of Basic Education. Journal of Positive School Psychology, 4791-4806."
9639,1262095,21662740,18,,no_match,,,,,,,,,,,,,search:firoozan khosropour anari 2022 relationship enneagram personality types early maladaptive schemas dependent personality disorder positive school psychology 159 166,context,firoozan khosropour anari 2022 relationship enneagram personality types early maladaptive schemas dependent personality disorder positive school psychology 159 166,"FIROOZAN, T., KHOSROPOUR, F. & ANARI, A.M.Z. (2022). The relatıonshıp of the enneagram personalıty types and the early maladaptıve schemas to dependent personalıty dısorder. Journal of Positive School Psychology, 6(7), 159-166."
9640,1262095,21662758,36,,no_match,,,,,,,,,,,,,search:riso hudson 2020 enneagram bilgeligi ceviren sedat yuksel lena psikolojik yayinlari uluslararasi seri 978 605 7004,context,riso hudson 2020 enneagram bilgeligi ceviren sedat yuksel lena psikolojik yayinlari uluslararasi seri 978 605 7004,"RISO, D. R. & HUDSON, R. (2020). Enneagram Bilgeliği, Çeviren: Sedat Yüksel, Lena psikolojik yayınları, Uluslararası seri no: 978-605-7004-40-6."
9641,1185477,17532140,3,,no_match,,,,,,,,,,,,,search:adelson roger london invention middle east money power war 1902 1922 new haven yale university press 1995,context,adelson roger london invention middle east money power war 1902 1922 new haven yale university press 1995,"Adelson, Roger, London and the Invention of the Middle East: Money, Power and War, 1902-1922, New Haven, Yale University Press, 1995."
9642,1185477,17532185,48,,no_match,,,,,,,,,,,,,search:shaw stanford shaw ezel kural osmanli imparatorlugu modern turkiye reform devrim cumhuriyet modern turkiye nin dogusu 1809 1975 cilt istanbul yayinlari 1994,context,shaw stanford shaw ezel kural osmanli imparatorlugu modern turkiye reform devrim cumhuriyet modern turkiye nin dogusu 1809 1975 cilt istanbul yayinlari 1994,"Shaw, Stanford - Shaw, Ezel Kural, Osmanlı İmparatorluğu ve Modern Türkiye, Reform, Devrim ve Cumhuriyet: Modern Türkiye’nin Doğuşu, 1809-1975, 2. bs., cilt 2, İstanbul, E Yayınları, 1994."
9647,1156126,16206145,51,,no_match,,,,,,,,,,,,,search:yayman 2000 turkiye devletcilik politikasinin gelisimi karinca 757,context,yayman 2000 turkiye devletcilik politikasinin gelisimi karinca 757,"Yayman, H. (2000). Türkiye’de devletçilik politikasının gelişimi üzerine. Karınca Dergisi, 65(757), 35-41."
9649,1244472,19845789,9,,no_match,,,,,,,,,,,,,search:gocekli 2016 turkiye ham petrol fiyatlariyla doviz kuru arasindaki iliski ampirik analiz yuksek lisans tezi adnan menderes universitesi sosyal bilimler enstitusu aydin erisim adresi,context,gocekli 2016 turkiye ham petrol fiyatlariyla doviz kuru arasindaki iliski ampirik analiz yuksek lisans tezi adnan menderes universitesi sosyal bilimler enstitusu aydin erisim adresi,"Göcekli, S. G. B. (2016). Türkiye'de ham petrol fiyatlarıyla döviz kuru arasındaki ilişki: Ampirik bir analiz (Yüksek Lisans Tezi), Adnan Menderes Üniversitesi Sosyal Bilimler Enstitüsü, Aydın. Erişim adresi: http://adudspace.adu.edu.tr:8080/xmlui/handle/11607/2920."
9651,1218036,18940655,16,,no_match,,,,,,,,,,,,,search:eco 1985 sinemanin gostergebilime katkisi buker onaran sinema kuramlari 263 280 ankara dost yayinevi,context,eco 1985 sinemanin gostergebilime katkisi buker onaran sinema kuramlari 263 280 ankara dost yayinevi,"Eco, U., (1985). Sinemanın Göstergebilime Katkısı Üzerine. Büker, S., Onaran, O., Sinema Kuramları, (263-280), Ankara: Dost Yayınevi."
9653,1293950,23070592,1,,no_match,,,,,,,,,,,,,search:aktan padem 2013 ilkogretim sinif sosyal bilgiler ders kitaplarinda kullanilan okuma metinlerinde yer alan degerler asya ogretim,context,aktan padem 2013 ilkogretim sinif sosyal bilgiler ders kitaplarinda kullanilan okuma metinlerinde yer alan degerler asya ogretim,"Aktan, O., & Padem, S. (2013). İlköğretim 5. sınıf Sosyal Bilgiler ders kitaplarında kullanılan okuma metinlerinde yer alan değerler. Asya Öğretim Dergisi, 1(2), 44-55. https://dergipark.org.tr/tr/pub/aji/issue/1536/18819"
9655,1155330,16032728,11,,no_match,,,,,,,,,,,,,search:dogan 1996 buyuk turkce sozluk istanbul,context,dogan 1996 buyuk turkce sozluk istanbul,"Doğan, D. M. (1996). Büyük Türkçe sözlük. İstanbul: İz."
9658,1331640,23884076,60,,no_match,,,,,,,,,,,,,search:lacroix 1968 descriptive lampbrush chromosomes genus pleurodeles amphibian urodele ann embr morph 179 202,context,lacroix 1968 descriptive lampbrush chromosomes genus pleurodeles amphibian urodele ann embr morph 179 202,"Lacroix, J.C. (1968). Descriptive study of lampbrush chromosomes in the genus Pleurodeles (Amphibian, Urodele). Ann Embr Morph, 1, 179- 202."
9659,1388571,26053220,47,,no_match,,,,,,,,,,,,,search:url1 britannica 2025 website erisim 2025,context,url1 britannica 2025 website erisim 2025,URL1. Britannica. 2025. Website: https://cdn.britannica.com/63/109663-050-244684F0/Life-cycle-moss.jpg [Erişim: 11.11.2025].
9660,1167096,17651861,49,,no_match,,,,,,,,,,,,,search:merriam 2018 nitel arastirma turan cev ankara nobel yayincilik,context,merriam 2018 nitel arastirma turan cev ankara nobel yayincilik,"Merriam, S. B. (2018). Nitel araştırma (S. Turan, Çev.). Ankara: Nobel Yayıncılık."
9662,1305106,22575615,19,,no_match,,,,,,,,,,,,,search:sarlo 2012 gecmis zaman bellek kulturu ozneye donus tartisma translated charum ekinci istanbul metis,context,sarlo 2012 gecmis zaman bellek kulturu ozneye donus tartisma translated charum ekinci istanbul metis,"Sarlo, B. (2012). Geçmiş zaman. Bellek kültürü ve özneye dönüş üzerine bir tartışma. (translated by P. B. Charum and D. Ekinci), İstanbul: Metis."
9664,1275313,21184082,8,,no_match,,,,,,,,,,,,,search:fansa 2021 kimim ben gocmen siginmaci multeci yabanci vatansiz gecici koruma turkiye deki suriyeliler antakiyat 289 306,context,fansa 2021 kimim ben gocmen siginmaci multeci yabanci vatansiz gecici koruma turkiye deki suriyeliler antakiyat 289 306,"Fansa, M. (2021). Kimim ben? Göçmen, sığınmacı, mülteci, yabancı, vatansız ve geçici koruma: Türkiye’deki Suriyeliler. Antakiyat, 4(2), 289-306."
9665,1275313,21184127,53,,no_match,,,,,,,,,,,,,search:yigit sanli gokalp 2021 turkiye deki suriyeli ogrencilerin okula uyumlarina yonelik ogretmen okul yoneticileri ogrencilerin gorusleri ondokuz mayis universitesi egitim fakultesi 471 496,context,yigit sanli gokalp 2021 turkiye deki suriyeli ogrencilerin okula uyumlarina yonelik ogretmen okul yoneticileri ogrencilerin gorusleri ondokuz mayis universitesi egitim fakultesi 471 496,"Yiğit, A., Şanlı, E. ve Gökalp, M. (2021). Türkiye’deki Suriyeli öğrencilerin okula uyumlarına yönelik öğretmen, okul yöneticileri ve öğrencilerin görüşleri. Ondokuz Mayıs Üniversitesi Eğitim Fakültesi Dergisi, 40(1), 471-496."
9666,1239008,21431082,17,,no_match,,,,,,,,,,,,,search:gulsevin selma 2016 karay turklerinin dili troki diyalekti ankara tdk,context,gulsevin selma 2016 karay turklerinin dili troki diyalekti ankara tdk,"GÜLSEVİN, Selma (2016). Karay Türklerinin Dili (Troki Diyalekti). Ankara: TDK."
9667,1239008,21431098,33,,no_match,,,,,,,,,,,,,search:pekacar cetin 2011 kumuk turkcesi sozlugu ankara tdk,context,pekacar cetin 2011 kumuk turkcesi sozlugu ankara tdk,"PEKACAR, Çetin (2011). Kumuk Türkçesi Sözlüğü. Ankara: TDK."
9668,1239008,21431107,42,,no_match,,,,,,,,,,,,,search:useyinov 2008 qirimtatarca rusca ukraynice lugat tomli akmescit tezis,context,useyinov 2008 qirimtatarca rusca ukraynice lugat tomli akmescit tezis,"USEYİNOV, S. M. (2008). Qırımtatarca-Rusca-Ukraynice Luğat -Üç Tomlı-. Akmescit: Tezis."
9669,1239008,21431110,45,,no_match,,,,,,,,,,,,,search:ustuner ahat 2003 turkcede pekistirme elazig firat universitesi basimevi,context,ustuner ahat 2003 turkcede pekistirme elazig firat universitesi basimevi,"ÜSTÜNER, Ahat (2003). Türkçede Pekiştirme. Elâzığ: Fırat Üniversitesi Basımevi."
9674,1155923,15795045,43,,no_match,,,,,,,,,,,,,search:sevim gorkem 2015 gastronomi ascilik programlarinda gida guvenligi donanim altyapisinin degerlendirilmesi uluslararasi alanya isletme fakultesi,context,sevim gorkem 2015 gastronomi ascilik programlarinda gida guvenligi donanim altyapisinin degerlendirilmesi uluslararasi alanya isletme fakultesi,"Sevim, B., Görkem, O. (2015). Gastronomi ve aşçılık programlarında gıda güvenliği donanım altyapısının değerlendirilmesi. Uluslararası Alanya İşletme Fakültesi Dergisi, 7(1), 59-67."
9675,1246404,19926265,29,,no_match,,,,,,,,,,,,,search:sabuni nureddin bidaye usuli din maturidiyye akaidi cev bekir topaloglu ankara dib yayinlari 1995,context,sabuni nureddin bidaye usuli din maturidiyye akaidi cev bekir topaloglu ankara dib yayinlari 1995,"Sâbûnî, Nureddin. el-Bidâye fî usûli’d-dîn/Mâtürîdiyye Akaidi. çev. Bekir Topaloğlu. Ankara: DİB Yayınları, 1995."
9677,1295889,22168349,33,,no_match,,,,,,,,,,,,,search:rand 1997 comparative superpave gyratory compactors txdot gyratory compactors master thesis university texas austin texas usa,context,rand 1997 comparative superpave gyratory compactors txdot gyratory compactors master thesis university texas austin texas usa,"Rand DA. 1997. Comparative analysis of Superpave gyratory compactors and TxDOT gyratory compactors. Master Thesis, University of Texas at Austin, Texas, USA."
9679,1302580,22695654,8,,no_match,,,,,,,,,,,,,search:andrews number theory courier corporation new york 1994 115,context,andrews number theory courier corporation new york 1994 115,"[8] Andrews, G. E., Number theory. Courier Corporation, New York, 1994, pp. 52-115."
9681,1352390,24701527,19,,no_match,,,,,,,,,,,,,search:zabunoglu yahya kazim idare hukuku cilt ankara 2012,context,zabunoglu yahya kazim idare hukuku cilt ankara 2012,"Zabunoğlu, Yahya Kazım: İdare Hukuku Cilt 1, Ankara 2012."
9684,1307282,23631008,3,,no_match,,,,,,,,,,,,,search:ahmet hikmet 1912 mayis turk dili edebiyati hakkinda mutalaalar turk yurdu 345 351,context,ahmet hikmet 1912 mayis turk dili edebiyati hakkinda mutalaalar turk yurdu 345 351,"Ahmet Hikmet. (1912, Mayıs, 2). “Türk Dili ve Edebiyatı Hakkında Mütalaalar”. Türk Yurdu, C. 1, S. 12, 345-351."
9685,1307282,23631014,9,,no_match,,,,,,,,,,,,,search:celal sahir 1909 mart kaht edebi servet funun 927 263 266,context,celal sahir 1909 mart kaht edebi servet funun 927 263 266,"Celal Sahir. (1909, Mart, 4). “Kaht-ı Edebi”. Servet-i Fünûn, C. 36, S. 927, 263-266."
9697,1300546,23499673,107,,no_match,,,,,,,,,,,,,search:wadley waite 2005 fenton process advanced oxidation processes water wastewater simon parsons iwa publishing 111 136,context,wadley waite 2005 fenton process advanced oxidation processes water wastewater simon parsons iwa publishing 111 136,"Wadley, S., Waite, T.D. 2005. “Fenton Process”, Advanced Oxidation Processes for Water and Wastewater, Ed., Simon Parsons, IWA Publishing, 111-136."
9704,1305489,22589324,26,,no_match,,,,,,,,,,,,,search:cinnioglu salha 2017 isgorenlerin paternalist liderlik algilarinin duygusal emek duzeyleri etkisi istanbul daki yiyecek icecek isletmeleri arastirma sosyal bilimler metinleri 2017,context,cinnioglu salha 2017 isgorenlerin paternalist liderlik algilarinin duygusal emek duzeyleri etkisi istanbul daki yiyecek icecek isletmeleri arastirma sosyal bilimler metinleri 2017,"Cinnioğlu, H. & Salha, H. (2017). İşgörenlerin Paternalist Liderlik Algılarının Duygusal Emek Düzeyleri Üzerine Etkisi: İstanbul'daki Yiyecek İçecek İşletmeleri Üzerine Bir Araştırma. Sosyal Bilimler Metinleri, 2017(2), 68-77."
9705,1305489,22589369,71,,no_match,,,,,,,,,,,,,search:oral kose 2011 hekimlerin duygusal emek kullanimi doyumu tukenmislik duzeyleri arasindaki iliskiler arastirma suleyman demirel universitesi iktisadi idari bilimler fakultesi 463 492,context,oral kose 2011 hekimlerin duygusal emek kullanimi doyumu tukenmislik duzeyleri arasindaki iliskiler arastirma suleyman demirel universitesi iktisadi idari bilimler fakultesi 463 492,"Oral, A. G. L. & Köse, S. (2011). Hekimlerin duygusal emek kullanımı ile iş doyumu ve tükenmişlik düzeyleri arasındaki ilişkiler üzerine bir araştırma. Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 16(2), 463-492."
9706,1305489,22589387,89,,no_match,,,,,,,,,,,,,search:yakar 2015 turizm isletmelerinde duygusal emek tukenmislik iliskisi otel isletmelerine yonelik arastirma unpublished master thesis dokuz eylul universitesi izmir,context,yakar 2015 turizm isletmelerinde duygusal emek tukenmislik iliskisi otel isletmelerine yonelik arastirma unpublished master thesis dokuz eylul universitesi izmir,"Yakar, S. (2015). Turizm Işletmelerinde Duygusal Emek ve Tükenmişlik Ilişkisi: Otel Işletmelerine Yönelik Bir Araştırma (Unpublished Master’s Thesis). Dokuz Eylül Üniversitesi, İzmir."
9710,1354100,24767319,12,,no_match,,,,,,,,,,,,,search:kula fikri turk edebiyatinda uskudar altin sehrin romani turk romaninda uskudar 1871 1950 istanbul dby 2022,context,kula fikri turk edebiyatinda uskudar altin sehrin romani turk romaninda uskudar 1871 1950 istanbul dby 2022,"Kula, Fikri. “Türk Edebiyatında Üsküdar”, Altın Şehrin Romanı: Türk Romanında Üsküdar (1871-1950), 20-34, İstanbul: DBY, 2022."
9711,1354100,24767331,24,,no_match,,,,,,,,,,,,,search:kutlu mustafa arkakapak yazilari istanbul dergah yayinlari 2020f,context,kutlu mustafa arkakapak yazilari istanbul dergah yayinlari 2020f,"Kutlu, Mustafa. Arkakapak Yazıları. İstanbul: Dergâh Yayınları, 2020f."
9714,1268418,20843738,21,,no_match,,,,,,,,,,,,,search:hoberman 2016 triumph will fashist rants hollywood responce new york times adresinden alindi,context,hoberman 2016 triumph will fashist rants hollywood responce new york times adresinden alindi,"Hoberman, J. L. (2016). 'Triumph of the Will': Fashist Rants and the Hollywood Responce. The New York Times: https://www.nytimes.com/2016/03/06/movies/homevideo/triumph-of-the-will-fascist-rants-and-the-hollywood-response.html adresinden alındı"
9715,1268418,20843741,24,,no_match,,,,,,,,,,,,,search:kaminski 2008 secret history star wars art stroytelling making modern epic 3rd legacy books press,context,kaminski 2008 secret history star wars art stroytelling making modern epic 3rd legacy books press,"Kaminski, M. (2008). The Secret History of Star Wars: The Art of Stroytelling and the Making of a Modern Epic (3rd b.). Legacy Books Press."
9717,1326130,23638054,9,,no_match,,,,,,,,,,,,,search:guillod olivier art 260 icinde commentaire romand code civil art 456 editor pascal pichonnaz benedict foex christiana fountoulakis bale helbing lichtenhahn 2010,context,guillod olivier art 260 icinde commentaire romand code civil art 456 editor pascal pichonnaz benedict foex christiana fountoulakis bale helbing lichtenhahn 2010,"Guillod, Olivier. “Art. 260.” İçinde Commentaire Romand Code Civil I (Art. 1-456 CC), Editör: Pascal Pichonnaz, Bénédict Foëx ve Christiana Fountoulakis. Bâle: Helbing Lichtenhahn, 2010."
9723,1249569,20869925,6,,no_match,,,,,,,,,,,,,search:akut romatizmal ates insidansi romatizmal kalp hastaliklari prevelansi saraclar 1978 turk kardiyol dern ars,tei,akut romatizmal ates insidansi romatizmal kalp hastaliklari prevelansi saraclar 1978 turk kardiyol dern ars,"6. Saraçlar M, Ertuğrul A, Özme S. Akut romatizmal ateş ̧ insidansı ve romatizmal kalp hastalıkları prevelansı. Türk Kardiyol Dern Arş. 1978;7:50-54."
9724,1249569,20869935,16,,no_match,,,,,,,,,,,,,search:akut romatizmal ates tanisi konulan hastalarin klinik ozellikleri ekokardiyografik bulgulari yilmaz 2015 selcuk tip derg,tei,akut romatizmal ates tanisi konulan hastalarin klinik ozellikleri ekokardiyografik bulgulari yilmaz 2015 selcuk tip derg,"16.Yılmaz İ, Güvenç O, Yılmaz FH, Çimen D, Arslan D, Oran B. Akut romatizmal ateş tanısı konulan hastaların klinik özellikleri ve ekokardiyografik bulguları. Selçuk Tıp Derg. 2015;31(2):73-76."
9725,1179983,16866879,11,,no_match,,,,,,,,,,,,,search:cantek bora 2015 akacak mecra bulmak 5harfliler com recel blog com bora iradenin iyimserligi ayizi kitap ankara 215 245,context,cantek bora 2015 akacak mecra bulmak 5harfliler com recel blog com bora iradenin iyimserligi ayizi kitap ankara 215 245,"Cantek, F. Ş. & Bora, A. (2015). ‘Akacak Mecra Bulmak: 5Harfliler.com ve Reçel-blog.com’, In Bora, A. ed. İradenin İyimserliği. Ayizi Kitap: Ankara, pp. 215-245."
9726,1179983,16866889,21,,no_match,,,,,,,,,,,,,search:davidson 2015 rape murder young woman sparks mass protest turkey guardian retrieved 3rd august 2022,context,davidson 2015 rape murder young woman sparks mass protest turkey guardian retrieved 3rd august 2022,"Davidson, H. (2015). ‘Rape and Murder of Young Woman Sparks Mass Protest in Turkey’. The Guardian. (Retrieved from: https://www.theguardian.com/world/2015/feb/17/turkish-woman-ozgecan-aslans-sparks-anti-violence-campaign-sendeanlat?CMP=share_btn_tw on 3rd August 2022)."
9730,1169560,17392285,10,,no_match,,,,,,,,,,,,,search:budak 1879 tarihli eski medeni usul kanunumuza gore istinaf mahkemesinin dosyayi ilk derece mahkemesine gondermesi 2020 medeni usul icra iflas hukuku 449 462,context,budak 1879 tarihli eski medeni usul kanunumuza gore istinaf mahkemesinin dosyayi ilk derece mahkemesine gondermesi 2020 medeni usul icra iflas hukuku 449 462,"Budak A C, “1879 Tarihli Eski Medeni Usul Kanunumuza Göre İstinaf Mahkemesinin Dosyayı İlk Derece Mahkemesine Göndermesi”, C. 16, S. 46, 2020, Medenî Usûl ve İcra İflâs Hukuku Dergisi, ss. 449-462."
9731,1169560,17392297,22,,no_match,,,,,,,,,,,,,search:ceride mehakim numara 1037 1899 14912 14914,context,ceride mehakim numara 1037 1899 14912 14914,"Ceride-i Mehâkim, Numara 1037, 1899, ss. 14912-14914."
9732,1169560,17392317,42,,no_match,,,,,,,,,,,,,search:ekinci ates istidasi filiz kitabevi istanbul 2001,context,ekinci ates istidasi filiz kitabevi istanbul 2001,"Ekinci E B, Ateş İstidası, Filiz Kitabevi, İstanbul, 2001."
9733,1358800,24970400,3,,no_match,,,,,,,,,,,,,search:aronoff battistoni cohen riofrancos 2019 planet win why need green new deal londra verso,context,aronoff battistoni cohen riofrancos 2019 planet win why need green new deal londra verso,"Aronoff, K., Battistoni, A., Cohen, D. ve Riofrancos, A. (2019) A Planet to Win: Why We Need a Green New Deal, Londra: Verso."
9734,1358800,24970438,41,,no_match,,,,,,,,,,,,,search:nere 1980 1929 krizi cev toprak ankara ankara iktisadi ticari ilimler akademisi yayinlari,context,nere 1980 1929 krizi cev toprak ankara ankara iktisadi ticari ilimler akademisi yayinlari,"Néré, J. (1980) 1929 Krizi (çev. V. Toprak), Ankara: Ankara İktisadi ve Ticari İlimler Akademisi Yayınları."
9737,1244204,19836440,20,,no_match,,,,,,,,,,,,,search:indirkas 2002 turkler hukumdar taci gelenegi kultur bakanligi yayinlari,context,indirkas 2002 turkler hukumdar taci gelenegi kultur bakanligi yayinlari,"İndirkaş, Z. (2002). Türkler’de hükümdar tacı geleneği. Kültür Bakanlığı Yayınları."
9741,1332271,23916582,24,,no_match,,,,,,,,,,,,,search:conseil national economique social cnes 1998 ville venir urbain pays avant projet rapport alger cnes,context,conseil national economique social cnes 1998 ville venir urbain pays avant projet rapport alger cnes,"Conseil National Économique et Social, CNES. (1998). La ville ou le de- venir urbain du pays : avant-projet de rapport. Alger : CNES."
9742,1224851,18963219,1,,no_match,,,,,,,,,,,,,search:aksu 1996 insan iliskilerinde boyut grup davranisi kuram uygulamada egitim yonetimi 315 328,context,aksu 1996 insan iliskilerinde boyut grup davranisi kuram uygulamada egitim yonetimi 315 328,"Aksu, M. B., (1996). İnsan İlişkilerinde Bir Boyut: Grup Davranisi. Kuram ve Uygulamada Eğitim Yönetimi, 3, pp. 315-328."
9748,1317739,23247471,55,,no_match,,,,,,,,,,,,,search:seyyid mehmed usul fikih medhal haz selcuk camci istanbul isik akademi yayinlari 2011,context,seyyid mehmed usul fikih medhal haz selcuk camci istanbul isik akademi yayinlari 2011,"Seyyid, Mehmed. Usûl-i Fıkıh: Medhal. haz. Selçuk Camcı. İstanbul: Işık Akademi Yayınları, 2011."
9749,1184463,17087897,10,,no_match,,,,,,,,,,,,,search:dogan 2010 kati atik depolama sahalarinda peyzaj onarim sureci edirne ili ornegi yuksek lisans tezi fen bilimleri enstitusu namik kemal universitesi tekirdag turkiye,context,dogan 2010 kati atik depolama sahalarinda peyzaj onarim sureci edirne ili ornegi yuksek lisans tezi fen bilimleri enstitusu namik kemal universitesi tekirdag turkiye,"Doğan D. 2010. Katı Atık Depolama Sahalarında Peyzaj Onarım Süreci: Edirne İli Örneği. Yüksek Lisans Tezi. Fen Bilimleri Enstitüsü, Namık Kemal Üniversitesi, Tekirdağ, Türkiye."
